"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote","Exchange"
"ANTH","Anthera Pharmaceuticals, Inc.","0.3987","$20.18M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anth","NASDAQ"
"ABAC","Aoxin Tianli Group, Inc.","2.74","$21.89M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/abac","NASDAQ"
"APOG","Apogee Enterprises, Inc.","57.42","$1.64B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/apog","NASDAQ"
"APEN","Apollo Endosurgery, Inc.","13.3","$142.25M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/apen","NASDAQ"
"AINV","Apollo Investment Corporation","6.68","$1.47B","2004","n/a","n/a","http://www.nasdaq.com/symbol/ainv","NASDAQ"
"AMEH","Apollo Medical Holdings, Inc.","9.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ameh","NASDAQ"
"APPF","AppFolio, Inc.","26","$878.5M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/appf","NASDAQ"
"AAPL","Apple Inc.","141.59","$742.86B","1980","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/aapl","NASDAQ"
"ARCI","Appliance Recycling Centers of America, Inc.","1.0045","$6.69M","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/arci","NASDAQ"
"APDN","Applied DNA Sciences Inc","1.55","$40.84M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apdn","NASDAQ"
"APDNW","Applied DNA Sciences Inc","0.4031","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apdnw","NASDAQ"
"AGTC","Applied Genetic Technologies Corporation","6.3","$113.93M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agtc","NASDAQ"
"AMAT","Applied Materials, Inc.","38.21","$41.26B","1972","Technology","Semiconductors","http://www.nasdaq.com/symbol/amat","NASDAQ"
"AAOI","Applied Optoelectronics, Inc.","42.38","$791.57M","2013","Technology","Semiconductors","http://www.nasdaq.com/symbol/aaoi","NASDAQ"
"AREX","Approach Resources Inc.","2.6","$210.35M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arex","NASDAQ"
"APTI","Apptio, Inc.","11.34","$435.28M","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/apti","NASDAQ"
"APRI","Apricus Biosciences, Inc.","1.82","$14.09M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apri","NASDAQ"
"APVO","Aptevo Therapeutics Inc.","1.87","$39.12M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apvo","NASDAQ"
"APTO","Aptose Biosciences, Inc.","0.985","$17.59M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/apto","NASDAQ"
"AQMS","Aqua Metals, Inc.","16.53","$319.64M","2015","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/aqms","NASDAQ"
"AQB","AquaBounty Technologies, Inc.","10.39","$92.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aqb","NASDAQ"
"AQXP","Aquinox Pharmaceuticals, Inc.","14.16","$331.67M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aqxp","NASDAQ"
"ARDM","Aradigm Corporation","1.57","$23.47M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ardm","NASDAQ"
"ARLZ","Aralez Pharmaceuticals Inc.","1.71","$112.32M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arlz","NASDAQ"
"PETX","Aratana Therapeutics, Inc.","5.37","$200.64M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/petx","NASDAQ"
"ABUS","Arbutus Biopharma Corporation","3.3","$181.58M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abus","NASDAQ"
"ARCW","ARC Group Worldwide, Inc.","4.15","$78.2M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/arcw","NASDAQ"
"ABIO","ARCA biopharma, Inc.","2.4","$21.91M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/abio","NASDAQ"
"RKDA","Arcadia Biosciences, Inc.","0.8","$35.61M","2015","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rkda","NASDAQ"
"ARCB","ArcBest Corporation","25.9","$663.3M","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/arcb","NASDAQ"
"ACGL","Arch Capital Group Ltd.","94.73","$11.65B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl","NASDAQ"
"ACGLP","Arch Capital Group Ltd.","23","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acglp","NASDAQ"
"APLP","Archrock Partners, L.P.","16.65","$1.09B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/aplp","NASDAQ"
"ARDX","Ardelyx, Inc.","11.75","$556.1M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ardx","NASDAQ"
"ARNA","Arena Pharmaceuticals, Inc.","1.435","$352.25M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arna","NASDAQ"
"ARCC","Ares Capital Corporation","17.6","$7.5B","2004","n/a","n/a","http://www.nasdaq.com/symbol/arcc","NASDAQ"
"AGII","Argo Group International Holdings, Ltd.","66.55","$2B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii","NASDAQ"
"AGIIL","Argo Group International Holdings, Ltd.","25.6866","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agiil","NASDAQ"
"ARGS","Argos Therapeutics, Inc.","0.3457","$14.3M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/args","NASDAQ"
"ARIS","ARI Network Services, Inc.","5.13","$89.92M","1991","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/aris","NASDAQ"
"ARKR","Ark Restaurants Corp.","25.3926","$86.98M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arkr","NASDAQ"
"ARTX","Arotech Corporation","3.15","$83.19M","1994","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artx","NASDAQ"
"ARQL","ArQule, Inc.","1.1","$78.25M","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arql","NASDAQ"
"ARRY","Array BioPharma Inc.","8.44","$1.43B","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arry","NASDAQ"
"ARRS","ARRIS International plc","26.655","$5.09B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs","NASDAQ"
"DWAT","Arrow DWA Tactical ETF","10.59","$9.53M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwat","NASDAQ"
"AROW","Arrow Financial Corporation","33.9","$458.04M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow","NASDAQ"
"ARWR","Arrowhead Pharmaceuticals, Inc.","1.65","$123.04M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arwr","NASDAQ"
"ARTNA","Artesian Resources Corporation","35.83","$327.23M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna","NASDAQ"
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","3.4","$14.13M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artw","NASDAQ"
"ASBB","ASB Bancorp, Inc.","34.75","$131.63M","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbb","NASDAQ"
"ASNA","Ascena Retail Group, Inc.","4.1","$799.25M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/asna","NASDAQ"
"ASND","Ascendis Pharma A/S","27.5","$891.58M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asnd","NASDAQ"
"ASCMA","Ascent Capital Group, Inc.","13.51","$166.84M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ascma","NASDAQ"
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.6","$35.93M","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc","NASDAQ"
"ASML","ASML Holding N.V.","129.85","$55.83B","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml","NASDAQ"
"AZPN","Aspen Technology, Inc.","58.96","$4.49B","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn","NASDAQ"
"ASMB","Assembly Biosciences, Inc.","23.98","$414.04M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asmb","NASDAQ"
"ASFI","Asta Funding, Inc.","7.45","$48.89M","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi","NASDAQ"
"ASTE","Astec Industries, Inc.","62.42","$1.44B","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/aste","NASDAQ"
"ATRO","Astronics Corporation","32.01","$931.42M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atro","NASDAQ"
"ALOT","AstroNova, Inc.","14.9","$111.35M","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot","NASDAQ"
"ASTC","Astrotech Corporation","1.26","$25.93M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/astc","NASDAQ"
"ASUR","Asure Software Inc","9.88","$85.26M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur","NASDAQ"
"ATAI","ATA Inc.","3.83","$87.81M","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atai","NASDAQ"
"ATRA","Atara Biotherapeutics, Inc.","17.05","$495.98M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/atra","NASDAQ"
"ATHN","athenahealth, Inc.","114.91","$4.54B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn","NASDAQ"
"ATHX","Athersys, Inc.","1.5","$164.71M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/athx","NASDAQ"
"AAPC","Atlantic Alliance Partnership Corp.","9.99","$36.84M","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/aapc","NASDAQ"
"AAME","Atlantic American Corporation","4","$81.69M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame","NASDAQ"
"ACBI","Atlantic Capital Bancshares, Inc.","18.6","$474.96M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acbi","NASDAQ"
"ACFC","Atlantic Coast Financial Corporation","7.59","$118.05M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc","NASDAQ"
"ABY","Atlantica Yield plc","20.53","$2.06B","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aby","NASDAQ"
"ATLC","Atlanticus Holdings Corporation","2.59","$39.9M","1995","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atlc","NASDAQ"
"AAWW","Atlas Air Worldwide Holdings","55.7","$1.4B","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww","NASDAQ"
"AFH","Atlas Financial Holdings, Inc.","12.7","$152.79M","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afh","NASDAQ"
"TEAM","Atlassian Corporation Plc","31.22","$6.95B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/team","NASDAQ"
"ATNI","ATN International, Inc.","70.77","$1.14B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni","NASDAQ"
"ATOM","Atomera Incorporated","6.65","$80.5M","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/atom","NASDAQ"
"ATOS","Atossa Genetics Inc.","0.702","$2.66M","2012","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atos","NASDAQ"
"ATRC","AtriCure, Inc.","19.27","$642.44M","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrc","NASDAQ"
"ATRI","Atrion Corporation","482","$883.93M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atri","NASDAQ"
"ATTU","Attunity Ltd.","7.52","$126.83M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/attu","NASDAQ"
"LIFE","aTyr Pharma, Inc.","3.15","$74.81M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/life","NASDAQ"
"AUBN","Auburn National Bancorporation, Inc.","32.73","$119.25M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn","NASDAQ"
"BOLD","Audentes Therapeutics, Inc.","16.07","$351.76M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bold","NASDAQ"
"AUDC","AudioCodes Ltd.","6.925","$224.45M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc","NASDAQ"
"AUPH","Aurinia Pharmaceuticals Inc","7.1027","$557.88M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/auph","NASDAQ"
"EARS","Auris Medical Holding AG","0.74","$32.8M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ears","NASDAQ"
"ABTL","Autobytel Inc.","12","$132.26M","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/abtl","NASDAQ"
"ADSK","Autodesk, Inc.","85.99","$18.99B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk","NASDAQ"
"ADP","Automatic Data Processing, Inc.","102.09","$45.83B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp","NASDAQ"
"AVDL","Avadel Pharmaceuticals plc","9.75","$403.45M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/avdl","NASDAQ"
"AVEO","AVEO Pharmaceuticals, Inc.","0.605","$66.77M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aveo","NASDAQ"
"AVXS","AveXis, Inc.","67.99","$1.89B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/avxs","NASDAQ"
"AVNW","Aviat Networks, Inc.","14.6","$77.47M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/avnw","NASDAQ"
"AVID","Avid Technology, Inc.","4.735","$193.5M","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/avid","NASDAQ"
"AVGR","Avinger, Inc.","0.525","$12.55M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/avgr","NASDAQ"
"AVIR","Aviragen Therapeutics, Inc.","0.598","$23.11M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/avir","NASDAQ"
"CAR","Avis Budget Group, Inc.","28.55","$2.44B","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/car","NASDAQ"
"AHPA","Avista Healthcare Public Acquisition Corp.","9.89","$383.24M","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpa","NASDAQ"
"AHPAU","Avista Healthcare Public Acquisition Corp.","10.25","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpau","NASDAQ"
"AHPAW","Avista Healthcare Public Acquisition Corp.","0.38","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpaw","NASDAQ"
"AWRE","Aware, Inc.","4.6","$102.22M","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/awre","NASDAQ"
"AXAR","Axar Acquisition Corp.","10.1","$85.91M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/axar","NASDAQ"
"AXARU","Axar Acquisition Corp.","10.1","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/axaru","NASDAQ"
"AXARW","Axar Acquisition Corp.","0.0677","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/axarw","NASDAQ"
"ACLS","Axcelis Technologies, Inc.","18.1","$541.77M","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls","NASDAQ"
"AXGN","AxoGen, Inc.","10.925","$360.67M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/axgn","NASDAQ"
"AAXN","Axon Enterprise, Inc.","23.19","$1.21B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxn","NASDAQ"
"AXSM","Axsome Therapeutics, Inc.","4.05","$95.18M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/axsm","NASDAQ"
"AXTI","AXT Inc","5.6","$184.98M","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/axti","NASDAQ"
"AZRX","AzurRx BioPharma, Inc.","3.9731","$38.27M","2016","n/a","n/a","http://www.nasdaq.com/symbol/azrx","NASDAQ"
"BCOM","B Communications Ltd.","19.6197","$586.41M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/bcom","NASDAQ"
"RILY","B. Riley Financial, Inc.","14.95","$288.64M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rily","NASDAQ"
"RILYL","B. Riley Financial, Inc.","25.8179","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rilyl","NASDAQ"
"BOSC","B.O.S. Better Online Solutions","2.04","$6.13M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bosc","NASDAQ"
"BEAV","B/E Aerospace, Inc.","64.91","$6.59B","1990","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/beav","NASDAQ"
"BIDU","Baidu, Inc.","172.975","$60.07B","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/bidu","NASDAQ"
"BCPC","Balchem Corporation","77.96","$2.48B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bcpc","NASDAQ"
"BWINA","Baldwin & Lyons, Inc.","23.4999","$354.95M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwina","NASDAQ"
"BWINB","Baldwin & Lyons, Inc.","24.45","$369.3M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwinb","NASDAQ"
"BLDP","Ballard Power Systems, Inc.","2.87","$501.53M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bldp","NASDAQ"
"BANF","BancFirst Corporation","89.55","$1.42B","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/banf","NASDAQ"
"BANFP","BancFirst Corporation","29.15","$29.15M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banfp","NASDAQ"
"BCTF","Bancorp 34, Inc.","12.72","$43.73M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bctf","NASDAQ"
"BKMU","Bank Mutual Corporation","9.65","$442.82M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bkmu","NASDAQ"
"BOCH","Bank of Commerce Holdings (CA)","11.3","$151.9M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boch","NASDAQ"
"BMRC","Bank of Marin Bancorp","66.3","$407.53M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmrc","NASDAQ"
"BMLP","Bank Of Montreal","53.06","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bmlp","NASDAQ"
